sample_id	Acidobacteria	Actinobacteria	Aquificae	Armatimonadetes	Bacteroidetes	Balneolaeota	Calditrichaeota	Candidatus Bipolaricaulota	Candidatus Cloacimonetes	Candidatus Gracilibacteria	Candidatus Korarchaeota	Candidatus Micrarchaeota	Candidatus Saccharibacteria	Chlamydiae	Chlorobi	Chloroflexi	Chrysiogenetes	Coprothermobacterota	Crenarchaeota	Cyanobacteria	Deferribacteres	Deinococcus-Thermus	Dictyoglomi	Elusimicrobia	Euryarchaeota	Fibrobacteres	Firmicutes	Fusobacteria	Gemmatimonadetes	Ignavibacteriae	Kiritimatiellaeota	Lentisphaerae	Nitrospirae	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Thaumarchaeota	Thermodesulfobacteria	Thermotogae	Verrucomicrobia	candidate division Zixibacteria
ST00309	727	31102	136	150	1700712	26	21	5	86	3	0	0	97	240	948	909	47	5	188	4014	254	774	12	41	3259	52	408394	579	166	74	142	93	156	3308	148354	2123	278	468	38	110	297	17167	7
ST00315	133	13920	41	39	5849447	4	6	9	18	8	0	0	32	33	170	217	18	0	187	951	29	382	4	31	897	17	418431	239	23	16	58	56	44	768	33712	422	146	274	32	15	136	1103	4
ST00316	310	19599	56	101	3155529	23	15	8	5	1	0	0	37	61	407	281	23	7	126	1520	88	671	3	18	1098	71	717010	299	78	92	51	77	88	1622	65736	587	229	380	46	28	163	1939	16
ST00317	1193	74460	246	285	3944093	97	71	31	23	3	0	3	172	215	1334	1852	192	16	329	4767	296	2240	40	135	9515	206	1254547	1540	371	204	244	394	437	5305	238945	2939	1229	1202	167	156	791	40045	42
ST00319	292	19764	143	97	4917986	24	27	12	10	0	1	0	61	84	411	354	49	3	163	2184	130	410	3	68	1744	74	1414200	12849	94	176	44	63	100	1629	82232	1530	267	619	81	55	241	4730	20
ST00320	63	7432	25	12	2329841	5	9	4	0	1	0	0	18	24	109	110	11	0	31	490	27	113	1	15	410	21	324760	16344	15	38	14	13	17	426	585335	353	65	213	22	25	64	656	0
ST00321	2076	114774	217	82	3343317	154	20	6	45	3	1	1	99	210	2807	2126	147	19	237	5284	354	2670	34	50	14942	469	2777303	1410	560	354	205	429	273	8025	223628	3256	792	1218	85	184	708	180995	171
ST00325	389	306844	83	134	2768260	8	62	28	4	2	0	3	78	87	466	742	29	25	105	1888	89	849	8	96	1503	66	1538218	624	90	79	65	169	190	1849	151373	1385	347	627	68	61	257	7605203	18
ST00326	310	56884	149	148	5786031	59	20	4	1	0	2	0	27	161	516	580	27	56	114	1666	183	592	5	43	1248	51	584615	378	54	93	158	52	71	1623	98662	988	195	486	41	67	314	6865	11
ST00330	815	81635	123	173	6169180	68	45	15	12	5	0	0	126	105	708	958	53	16	237	3038	121	1903	26	80	2889	231	1595324	674	322	213	192	266	301	3899	129765	1596	678	701	78	93	305	56694	80
ST00331	824	47735	337	154	1998596	59	73	25	49	6	19	1	134	200	1109	1011	31	62	189	4282	409	1313	22	154	7246	207	577550	1048	185	93	200	140	249	4029	320257	2592	14167	1337	153	103	558	239486	24
ST00332	1330	149221	181	265	2470903	70	47	21	16	1	0	5	167	121	768	2679	76	4	316	3449	131	3276	27	82	33493	117	1488707	518	326	91	197	329	358	5057	571908	2270	17848	554	71	160	338	5026590	31
ST00333	244	28494	12	106	7477099	30	3	12	0	2	1	0	19	21	414	308	31	10	158	1440	42	1077	2	15	1116	163	741650	197	146	164	164	133	254	2364	147692	849	257	264	80	20	76	3426	75
ST00334	528	32769	74	105	6134174	18	17	15	7	0	1	0	104	95	771	825	50	4	82	1960	102	1080	4	32	2338	122	660196	342	117	93	72	172	216	2236	209551	1248	857	309	52	59	209	1663	26
ST00335	372	76206	99	46	3546773	4	4	8	13	1	0	0	56	146	318	516	15	5	176	1966	77	808	127	27	1351	35	879028	794	160	67	50	103	91	1616	56285	933	268	771	83	58	168	1829086	8
ST00338	132	10887	16	43	2466446	6	7	0	4	1	0	0	26	32	198	277	23	0	84	772	15	387	10	4	570	17	181874	170	44	32	20	111	51	851	141874	371	113	269	16	3	56	8064	5
ST00340	242	67280	48	34	2330690	7	13	1	20	2	4	0	40	72	328	513	30	11	72	2238	139	427	9	21	1141	57	372085	341	47	28	26	59	69	1480	224809	722	199	399	22	22	169	59589	10
ST00341	45	5912	29	15	4173839	3	5	1	2	14	0	0	12	17	81	68	5	0	44	592	46	99	2	9	425	13	295455	168	16	16	11	10	40	314	149611	372	50	224	6	24	41	13034	5
ST00342	1181	250844	135	248	6246023	30	65	20	29	2	1	3	278	183	827	1982	99	30	182	4823	306	2986	28	95	4195	233	1368393	1164	341	141	372	369	353	5657	197064	2845	1424	1110	57	141	502	1570288	103
ST00344	658	51538	139	91	566047	86	40	5	37	2	0	0	58	125	683	1432	38	4	137	3222	242	995	20	35	16812	139	817780	485	245	92	112	186	182	2647	190826	1434	599	541	62	39	264	2371	14
ST00346	505	35510	49	101	4296475	63	14	7	4	0	0	0	67	79	476	485	132	9	123	1701	77	1174	2	28	1361	78	575343	200	114	45	111	169	170	2216	233753	816	411	262	30	42	105	337808	11
ST00347	163	16643	32	47	4511185	6	18	2	3	1	0	0	15	46	229	213	12	1	43	845	43	350	2	14	833	39	477780	195	43	53	41	32	84	858	58642	409	279	177	20	18	81	4050383	4
ST00348	614	76354	131	119	6679475	36	24	20	12	4	0	0	86	134	542	805	48	5	105	2580	122	1286	32	35	1913	88	1451116	582	148	89	66	149	199	2458	142367	1212	449	566	48	49	367	34812	33
ST00349	732	55053	114	249	5982584	26	34	8	6	1	0	0	159	136	722	1309	173	10	136	2952	176	2163	13	61	2462	128	1436059	702	243	44	152	252	282	3338	204782	1897	701	752	93	91	379	321679	30
ST00352	764	85012	77	182	6387835	16	23	5	34	5	0	0	141	112	587	1234	31	5	170	2056	115	1595	19	61	2605	116	2091937	642	285	212	92	200	166	3298	269306	1800	632	836	79	105	266	22268	60
ST00355	306	25941	90	146	6775174	6	19	5	5	1	3	0	107	113	613	558	63	4	68	1852	95	771	24	49	1872	58	872027	443	80	106	123	135	141	1993	1472036	1338	390	476	55	37	245	2865	3
ST00356	409	52093	196	158	4412834	59	17	15	10	0	0	0	48	225	697	846	32	88	127	2153	232	1074	11	40	1823	58	873682	505	86	147	173	75	107	2178	275094	1223	381	646	39	97	334	16252	10
ST00357	918	60680	167	133	4270049	93	39	5	30	4	0	0	103	167	1212	1318	95	15	169	3171	196	1880	21	53	7287	191	1935742	695	255	171	155	310	274	4255	275103	2003	596	664	82	104	400	295492	67
ST00358	561	34762	54	32	2886717	16	1	3	0	0	0	0	13	126	300	673	206	2	67	1704	66	1657	3	40	1259	120	411670	264	143	19	45	149	215	2124	338647	616	254	84	9	86	27	1113490	0
ST00359	337	57582	111	74	1722219	22	17	4	25	12	0	0	64	121	413	623	18	17	139	1951	198	572	41	61	1652	80	1920131	1144	49	86	46	98	108	1411	123246	1460	275	902	77	45	342	1402	12
ST00360	433	40453	31	132	10072203	22	18	8	2	0	1	0	77	39	700	523	62	13	206	2162	60	1571	10	15	1670	195	662292	303	241	310	232	266	355	3313	168687	1247	305	336	78	17	110	4700	86
ST00361	1079	256240	280	138	669852	243	14	46	9	4	2	0	322	237	974	5496	26	10	165	10090	393	1084	45	66	10267	128	1587749	2111	301	95	209	199	84	3491	1043952	2626	476	1994	65	50	715	1953	11
ST00362	1884	173722	234	278	1385672	79	52	41	3	1	2	0	169	262	889	2583	257	25	310	4109	191	5302	29	111	25474	200	2051885	1073	660	63	157	474	454	6808	239750	2339	65907	596	53	145	357	999168	38
ST00363	134	12918	49	57	4605602	6	12	3	2	1	0	0	63	60	159	195	17	6	64	862	13	280	13	17	641	19	896708	307	17	42	42	46	57	778	1481030	713	195	346	27	18	103	4679	3
ST00364	150	56105	61	30	1888514	13	17	2	2	0	1	0	83	62	162	237	29	6	58	991	45	228	26	45	749	21	653699	7346	30	69	23	33	71	728	14353083	620	145	369	32	37	145	603	9
ST00366	284	12156	32	43	3779641	63	11	6	0	0	0	0	19	98	344	243	28	2	51	1338	52	392	7	17	961	27	1364171	322	69	44	43	40	41	1127	71028	596	270	265	22	21	174	1945	11
ST00368	662	451410	272	154	3658567	84	18	3	86	3	0	1	1394	205	699	1230	118	34	204	4242	127	1460	72	181	3717	153	3595578	1952	224	136	108	108	173	2993	327423	2686	443	2248	194	103	776	5537	56
ST00369	664	407891	110	131	5083838	48	39	8	13	6	0	1	140	156	447	887	67	18	134	2406	163	1932	13	51	2059	121	1573640	2647	127	62	78	141	139	2922	689974	1429	702	922	89	82	331	4250	9
ST00371	495	17164	58	104	5679244	163	9	4	3	0	0	0	33	135	646	489	67	4	147	2174	137	551	9	24	1724	37	1221470	690	120	103	100	51	37	1791	103419	960	337	587	27	21	381	2722	6
ST00379	1313	154552	208	239	3511567	51	66	20	6	4	0	0	175	210	959	1729	237	23	344	5050	105	4328	14	48	4494	165	1785749	584	519	382	150	578	387	8209	227653	2480	1247	658	34	54	284	619302	25
ST00380	361	39660	106	76	5200525	38	44	7	15	3	4	0	56	184	766	613	39	32	261	2442	143	886	23	53	4665	88	1016733	675	162	136	181	6839	127	2334	108353	1307	545	822	140	62	346	2462	10
ST00381	390	237515	124	116	7116474	63	17	9	17	9	0	0	107	116	597	890	47	33	232	2858	188	654	11	72	2207	127	1019697	725	130	137	89	84	75	2359	162942	1766	275	803	56	68	324	209013	27
ST00382	360	39001	62	60	5242843	12	33	4	3	4	0	0	55	77	323	672	15	1	166	1216	48	684	161	22	1422	40	601129	632	130	79	68	71	63	1702	50795	758	380	549	44	33	213	561304	14
ST00383	1304	88068	191	261	5695031	96	41	30	9	2	3	0	144	168	1082	1469	138	4	187	3470	152	2272	22	121	37863	108	1937109	612	413	136	200	1197	350	5496	621613	2068	868	513	51	129	462	2561458	18
ST00384	282	25408	109	67	5731093	24	15	3	9	8	1	4	116	83	390	474	21	35	78	1722	74	559	5	54	1212	52	845214	370	94	136	76	82	90	1577	201820	1060	180	417	41	68	277	63134	32
ST00385	177	15303	39	48	1559369	6	7	8	1	0	1	0	33	15	174	304	15	3	40	822	36	506	1	27	8970	33	399815	168	47	35	37	2246	61	951	68875	582	186	218	42	36	105	102748	3
ST00386	362	432715	151	127	2040675	32	36	3	12	7	1	0	126	128	1119	482	227	4	133	4727	98	1161	28	90	3240	59	1481250	6555	100	149	28	61	153	1729	145537	2861	349	1523	61	107	411	260731	2
ST00387	349	34760	90	76	8127435	20	14	2	14	9	0	0	142	78	392	589	49	51	89	1925	121	658	9	51	1450	65	1955133	646	61	129	69	60	86	1572	125245	1254	521	613	30	61	224	2719	14
ST00390	494	227725	212	137	3686241	39	29	10	37	4	0	2	144	242	621	692	51	20	266	6885	197	830	31	59	2911	101	2744501	26267	105	327	74	100	136	2465	204802	2618	396	1525	140	76	529	8517	8
ST00391	1801	193896	203	417	6158852	84	68	50	11	7	0	1	229	140	1511	2224	286	11	553	5580	188	5535	22	90	45150	121	2188882	540	813	184	336	1854	603	8709	237394	2995	11503	1002	82	120	449	2587472	59
ST00392	505	41988	100	124	2713016	38	14	3	19	6	0	0	109	137	453	731	69	34	113	2866	152	928	49	63	2228	91	2563841	1288	86	108	102	117	162	1859	110514	1506	346	1223	86	76	354	3601	33
ST00395	734	58808	142	135	2674761	36	45	13	11	2	4	0	79	132	562	1150	74	8	191	2850	114	1845	28	48	11656	105	834409	791	179	89	105	390	207	3121	1834523	1744	13878	1110	63	80	391	8247	10
ST00403	268	57625	32	34	2472875	21	15	12	2	3	0	1	104	53	251	703	34	2	52	2333	41	562	4	23	970	29	766034	172	69	62	68	85	99	1158	358000	639	278	238	11	34	85	5228256	19
ST00404	118	15409	37	24	3492530	8	2	11	0	1	0	0	47	25	158	167	6	2	33	883	11	400	11	8	587	31	904734	254	34	49	11	28	41	644	117905	313	158	236	16	23	80	727411	6
ST00405	151	17562	34	17	3339858	14	15	1	1	0	0	0	75	30	209	284	19	1	82	1639	33	402	8	18	901	30	658767	2923	38	327	14	36	64	739	71255	501	160	1056	37	23	92	504282	5
ST00406	614	112626	88	180	4982156	38	23	54	59	0	4	0	108	249	954	897	42	9	181	5230	251	1497	7	331	2732	144	2878791	854	206	208	165	239	382	4087	522222	2139	634	541	82	126	380	101077	56
ST00407	488	32357	96	126	5861216	20	31	12	14	1	0	0	69	96	323	672	37	7	109	1917	126	936	23	63	1614	61	1032668	722	146	128	97	87	149	2179	68790	1343	623	693	57	95	278	9580	33
ST00408	213	28231	42	39	639232	1	5	4	6	0	0	0	67	23	152	363	13	2	40	711	33	521	2	18	2249	62	420236	1724	91	90	15	35	52	948	54475	501	186	442	29	77	82	66156	29
ST00411	1492	157269	338	262	3400835	61	110	29	6	18	0	1	302	275	1002	1966	125	46	392	6063	277	3745	194	98	5036	221	3577260	1612	521	323	202	330	396	5897	236146	3460	1356	1395	173	140	529	44930	45
ST00412	192	44497	26	48	4946220	8	15	2	2	2	0	0	26	48	181	258	11	2	182	846	40	389	121	15	827	29	547878	644	43	98	41	35	55	819	34180	425	177	490	26	22	110	1401733	23
ST00413	510	43376	160	108	2342638	22	27	13	12	5	6	0	98	131	594	713	65	8	159	2193	170	1149	24	61	18741	86	1175022	695	144	113	157	20144	171	2533	203877	1376	4386	681	85	52	302	93053	16
ST00414	792	52191	104	137	6241241	71	60	32	16	3	1	0	88	158	1045	953	116	6	218	3425	171	1783	42	113	2587	188	1844730	979	215	113	113	227	288	3417	572733	1860	476	703	66	80	361	287680	9
ST00415	259	40772	114	46	5957388	7	26	7	30	6	0	0	108	164	317	462	18	9	141	2425	153	510	34	117	1473	31	2776790	1362	34	98	60	39	119	1658	93867	1670	478	879	41	79	348	22811	27
ST00416	212	15646	53	18	2861948	43	2	10	0	0	0	0	35	73	154	178	46	22	12	783	25	198	0	31	754	38	612542	82	72	137	13	15	33	850	188252	361	111	104	22	12	63	5313	2
ST00420	3334	305737	409	441	4359712	181	157	77	24	5	7	2	409	442	2028	4278	289	25	613	7672	664	7486	51	244	848060	331	2610689	1441	1133	276	471	1868	762	12081	681720	5372	2935	1393	109	219	864	6411	54
ST00422	175	12410	77	9	7057963	5	11	0	31	1	1	0	49	132	188	191	13	2	86	1685	119	328	25	55	886	12	1205158	609	22	71	24	29	35	893	74841	735	251	543	14	34	218	49910	15
ST00423	1583	141518	204	355	7903856	57	63	37	14	4	0	0	129	197	1571	3619	145	4	455	3731	115	3272	28	66	6920	165	1173700	557	497	151	221	472	405	6799	351686	2565	44334	983	88	124	502	435328	52
ST00424	310	73628	75	89	5087837	35	14	5	10	3	0	0	93	74	382	597	27	25	157	1857	128	540	591	49	1377	82	996897	1039	88	98	81	63	78	1633	162070	1046	264	749	27	59	214	2732828	13
ST00425	100	5623	69	30	4524733	9	5	0	10	2	0	1	14	59	148	149	7	12	84	846	63	168	1	23	928	35	293045	219	27	95	46	18	47	655	135737	485	63	304	34	44	141	20408	9
ST00428	1178	125694	191	176	5198945	64	63	23	14	42	0	0	433	134	959	1503	118	167	219	4966	245	2257	40	151	5128	286	2265886	1600	245	213	161	366	273	4157	995666	3285	1122	1939	87	134	612	215822	122
ST00429	619	54092	109	94	2992910	31	25	32	0	0	2	0	77	69	474	921	43	11	108	2182	93	1467	20	40	37052	97	785276	427	179	120	150	1590	192	2806	133032	1470	567	526	64	32	254	149381	10
ST00431	393	25205	69	49	3652803	31	10	14	5	2	0	0	34	75	408	471	56	5	89	1385	62	804	14	35	1339	75	934253	332	73	65	57	94	128	1455	190570	996	171	435	46	40	202	211486	9
ST00432	473	76713	100	58	1465748	70	10	8	2	3	0	2	223	138	441	664	72	91	50	2208	69	833	8	75	1941	79	1286417	828	184	418	74	74	89	1956	611235	1103	441	598	44	26	200	195631	19
ST00434	58	4504	11	22	583077	1	5	1	2	0	0	0	9	11	66	93	1	2	17	186	5	141	2	3	838	7	84336	47	12	15	20	21	21	241	24924	139	110	83	2	7	23	2023	0
ST00435	655	119211	82	122	8439754	80	27	16	2	2	0	0	235	165	911	1186	138	8	141	2832	115	1914	10	58	4187	122	1026314	379	305	119	111	293	269	3873	180539	1673	470	694	110	141	365	129824	32
ST00436	1155	77368	112	240	4655112	122	79	20	16	2	0	0	169	152	1320	1380	159	10	217	3878	142	2614	18	61	19362	175	1982675	710	406	146	165	241	329	4785	227118	1963	1084	1016	32	88	389	12344	29
ST00439	545	42110	179	162	10402523	27	41	17	4	0	0	0	179	138	428	938	160	17	114	2207	105	1493	6	30	2276	103	1285129	726	146	38	63	136	183	2880	91464	1189	522	671	55	137	190	541573	36
ST00440	219	36207	45	77	10852829	12	13	6	16	2	1	0	113	136	385	315	11	2	37	2581	130	481	15	168	885	61	968911	642	56	166	67	52	118	1491	91859	898	300	304	48	64	170	22493	23
ST00441	294	41448	77	46	1575795	12	16	2	29	2	0	0	52	78	431	528	33	2	41	1511	72	832	12	22	1179	47	1262854	281	127	31	39	101	129	1472	55672	914	379	500	13	25	144	2260273	6
SW00001	5	1456	14	2	147521	0	4	0	2	0	0	0	6	3	460	22	0	0	29	52	3	23	1	0	64	0	58896	23	2	1	0	7	2	33	86532	64	11	10	0	0	7	1542	2
SW00002	1279	115818	343	225	2058936	36	22	41	98	4	0	1	152	386	1406	1724	66	11	371	5004	425	1904	50	114	5791	150	3670904	1451	323	224	373	328	288	5386	198626	3635	1135	1228	63	183	756	43183	52
SW00003	750	92876	130	172	1479645	66	12	27	10	8	0	0	149	97	706	1051	58	5	133	2041	127	1547	29	60	6719	100	766188	1313	195	92	147	4040	235	2878	97572	1323	735	723	45	43	289	199697	17
SW00004	328	77812	95	38	4091642	20	17	2	9	1	0	0	197	73	795	577	40	13	122	1216	62	581	16	53	1310	54	1861049	553	85	62	25	79	137	1413	229102	993	497	443	20	65	177	2196	8
SW00005	176	32573	47	33	2280293	14	3	8	5	2	0	0	23	39	903	327	20	7	93	799	19	438	0	18	764	46	800118	189	51	47	26	47	57	866	313095	532	343	213	23	39	99	3035	4
SW00006	5	1021	17	0	66813	0	1	0	0	0	0	0	0	2	634	7	1	0	63	39	3	15	0	1	68	0	33319	13	0	0	0	3	5	19	20483	30	6	16	4	1	2	2408	0
SW00007	192	29026	50	37	745708	8	10	4	3	2	0	0	34	47	514	364	15	0	99	988	39	483	7	19	1225	50	1133098	316	28	40	37	163	56	849	934065	843	350	322	18	22	87	3133	10
SW00008	39	15619	69	10	395620	10	5	1	3	1	0	0	7	36	512	77	3	0	34	526	13	57	17	14	215	41	116255	5175	5	29	2	6	33	237	36444	325	56	389	18	18	215	8863	4
SW00009	599	52885	137	120	6034209	38	22	26	4	2	2	0	80	109	712	940	79	5	147	2605	61	1292	23	43	2255	154	2558655	644	97	99	110	129	186	2622	125640	1580	630	712	75	95	384	5263	16
SW00011	252	44642	132	61	3894306	24	20	10	10	0	0	0	32	144	707	511	34	28	145	1461	91	459	20	19	1238	75	1615829	1262	72	70	77	40	125	1247	301384	1035	303	522	43	74	253	4540	11
SW00012	259	30383	56	44	5585288	26	19	7	7	4	0	0	36	86	460	313	15	2	86	1252	33	620	13	24	924	26	2514407	468	30	113	53	73	87	1115	160987	971	352	504	30	67	166	5990	21
SW00013	319	80537	114	64	2757497	26	21	13	14	1	0	1	70	94	517	946	26	29	128	1613	106	635	37	50	1633	74	1562564	1040	47	59	64	68	111	1509	71040	1198	381	674	47	64	294	1011	10
SW00014	266	62083	127	38	6361578	16	9	7	13	1	0	1	47	102	339	486	12	20	75	1443	107	435	14	31	1261	41	1779361	2260	54	93	79	68	108	1114	1011029	1014	320	506	38	57	248	3728	16
SW00015	838	79756	261	181	2425360	41	34	37	46	5	0	0	95	183	783	1424	57	34	226	3726	365	1682	156	146	3902	231	1602518	1811	202	211	153	640	300	3385	1323249	2371	1136	1683	100	100	666	4391	34
SW00016	566	76882	172	211	2090314	58	19	14	9	9	10	0	102	154	848	1167	61	13	223	3098	238	1426	91	126	4526	240	2238054	1166	134	156	163	1075	181	2971	509503	2030	625	1328	56	52	461	65417	21
SW00018	250	26317	61	45	3831006	7	9	10	2	3	0	0	80	67	636	406	26	7	98	1118	50	483	14	54	1045	36	894218	399	86	41	48	106	94	1240	85870	877	133	346	22	45	161	88180	16
SW00019	46	5859	42	8	1417422	4	1	0	0	0	0	0	21	12	1008	177	13	1	83	339	14	76	2	5	268	21	300789	117	16	5	20	2	16	284	42427	247	54	115	19	19	36	2034	0
SW00020	28	6911	29	8	713323	2	0	0	4	2	0	0	10	9	657	75	11	3	54	261	10	79	4	5	160	10	180186	69	5	17	8	9	21	210	116484	162	49	56	11	8	53	3546	2
SW00021	13	3599	15	7	79799	1	1	0	0	0	0	0	5	0	745	27	1	0	37	67	1	29	3	3	136	2	38967	296	2	1	3	13	3	91	7177	54	20	37	8	2	9	1171	2
SW00022	575	61267	152	75	1782096	30	12	19	67	2	3	0	84	127	1105	758	29	1	196	2367	154	910	19	57	2545	56	1195161	994	139	99	156	152	143	2481	760587	1588	710	464	43	106	374	6974	10
SW00023	190	18962	74	45	1738792	24	17	7	2	3	0	0	47	61	706	176	20	8	124	908	42	384	7	9	1069	33	565973	300	59	86	35	38	57	866	115143	595	240	278	28	25	129	2723	2
SW00024A	109	10412	49	18	263274	11	6	3	5	1	0	2	7	29	878	178	9	2	78	500	18	196	0	12	468	23	96778	260	17	20	14	130	29	437	32520	375	101	235	21	12	93	2519	8
SW00024B	917	94248	185	127	6833234	57	33	40	30	10	10	1	143	179	1033	1410	91	15	269	3240	213	1906	28	61	3141	141	2957136	1116	206	187	136	739	219	3674	291912	2225	800	1380	82	101	528	105844	23
SW00025	316	28263	165	29	3371155	22	60	6	7	4	0	1	51	115	524	591	51	19	109	2205	78	411	44	40	2169	49	1469712	1017	82	24	69	137	94	1548	591674	1739	877	934	55	86	322	37186	14
SW00026	568	75374	164	129	5724229	39	76	18	7	0	1	0	61	212	1043	1022	83	12	99	2467	87	1243	11	80	2203	77	2817575	9988	140	103	113	177	198	2810	388038	1887	21985	771	27	112	338	2506	37
SW00027	984	98267	308	179	2213175	21	28	19	160	1	1	1	139	287	1053	1509	49	20	326	4442	222	1555	37	34	6399	126	2084084	1384	148	174	295	152	206	5120	156447	3115	435	1102	60	147	532	611292	19
SW00028	51	47493	54	15	1239020	3	2	0	2	0	0	0	38	26	832	91	9	0	87	351	17	143	1	17	272	9	288952	30800	17	9	5	8	28	271	523271	550	90	124	21	16	47	6033	4
SW00029	612	67706	182	151	1748737	37	41	33	36	5	0	1	100	154	1153	1066	53	8	197	2358	75	1452	10	94	2387	140	568606	675	161	100	120	1030	144	2605	189017	1684	831	896	86	111	330	5043	32
SW00030	371	100798	62	90	3250127	32	20	4	20	6	0	1	74	64	701	527	42	10	143	1896	123	802	8	37	1323	80	2666059	404	129	118	66	101	138	1914	119765	1148	318	580	63	50	373	2287	20
SW00031	135	22163	45	8	2940373	23	0	3	6	2	0	0	8	28	1028	378	18	0	126	796	22	232	2	14	635	50	1211908	636	27	20	16	24	28	714	1733088	519	193	333	27	25	85	1058	1
SW00032	330	37551	72	74	832365	8	11	20	3	1	2	0	46	38	1107	559	23	6	113	1111	56	737	12	13	1202	50	697378	250	56	62	70	1009	84	1179	343822	893	426	330	34	27	104	90515	16
SW00033	228	18154	91	47	2782366	32	19	3	5	2	0	0	66	87	963	248	29	4	179	1366	56	363	18	33	1160	79	2668791	797	58	77	33	40	67	1240	1012146	1315	231	615	54	40	227	6093	3
SW00035	459	52608	162	48	1351635	52	34	6	3	0	0	2	90	95	836	605	78	10	161	2091	121	844	9	55	1672	37	1035354	3262	119	40	99	115	98	1971	92265	1131	310	621	45	88	253	361819	12
SW00036	111	11396	32	29	353906	4	1	3	0	2	0	0	26	22	354	152	9	3	57	383	20	275	4	9	571	17	227532	203	31	19	19	29	24	455	92707	281	128	148	7	13	55	17681	3
SW00037	847	90371	127	180	4806556	34	51	17	19	2	4	0	179	103	898	1454	80	22	241	3587	216	1768	10	68	3844	97	2269713	1977	200	313	141	1577	359	3731	163524	2371	1085	841	94	97	362	6995	36
SW00038	145	40643	50	29	660864	13	5	1	4	5	0	0	28	26	1267	196	14	5	114	672	13	244	9	13	527	26	635723	180	32	15	27	21	37	560	86548	392	106	189	19	15	85	13916	1
SW00039	1053	143624	342	145	1177200	88	65	5	28	32	1	0	237	175	1016	2258	23	64	263	3806	281	1764	33	243	14851	301	3783952	1955	162	192	165	240	289	3665	124630	5297	1316	1967	90	141	592	6825	58
SW00040	278	53521	155	57	2549989	16	33	7	10	5	0	0	58	59	2106	351	35	13	174	1321	49	540	16	21	862	41	1359202	19874	52	83	50	54	96	1243	175420	1028	254	537	33	73	159	144530	17
SW00041	6	2717	23	1	91472	0	0	1	1	0	0	0	2	2	387	15	1	1	51	57	8	13	1	2	39	3	25718	127	3	3	2	4	9	38	13966	33	10	19	5	2	7	1216	0
SW00042	26	5233	45	8	591105	3	2	0	0	2	0	0	4	8	1102	36	0	0	68	191	8	24	1	3	310	4	125560	685	7	5	4	7	4	165	137071	152	65	90	9	2	18	2634	1
SW00043	223	36357	91	43	987271	13	6	8	7	1	0	0	48	37	1083	473	14	10	117	804	66	374	10	14	788	35	913370	300	36	45	49	53	59	829	40217	537	193	273	15	29	127	1259	5
SW00044	549	53844	174	103	6722696	16	53	25	8	2	0	0	160	87	743	653	29	27	115	2368	106	1096	23	52	2098	93	1291190	7144	238	70	111	95	185	2564	106503	1574	460	707	45	67	264	262517	18
SW00045	703	108350	167	136	3177722	59	22	21	22	1	2	1	64	85	1477	997	42	15	225	2524	126	1556	22	52	2309	99	2067776	5123	232	63	148	156	214	2949	633119	1741	927	702	76	125	422	17323	8
SW00046	931	82992	168	216	3318384	63	46	22	24	9	1	0	133	153	1591	1157	98	49	280	3514	145	1899	12	70	5349	188	3568749	1070	230	243	219	143	295	3881	176439	2522	2977	1001	79	99	464	6512	42
SW00047	26	6726	35	3	400720	3	1	0	0	4	0	1	4	6	1080	88	2	0	103	244	12	50	4	13	170	3	143812	1098	15	18	2	12	7	149	279291	143	46	93	12	2	32	3447	2
SW00048	129	25337	54	41	3699323	15	11	2	4	0	0	0	26	45	690	287	24	16	80	997	52	332	15	19	1026	36	1254613	431	65	39	24	37	60	743	3057114	606	265	363	24	35	191	972	1
SW00049	39	7369	28	11	602611	10	2	0	7	0	0	0	10	23	1032	81	6	0	96	368	13	109	12	8	149	7	161408	120	10	18	3	15	22	218	61685	198	57	174	4	9	113	24180	5
SW00050	135	16957	67	16	935561	9	6	5	3	2	0	0	46	30	671	194	19	3	109	588	32	233	16	8	463	22	860251	391	25	14	17	41	28	488	30473	495	110	241	32	8	94	4371	3
SW00051	839	49217	227	200	773718	37	42	4	40	10	13	1	93	169	970	1113	53	15	219	3212	197	1338	32	137	3042	115	1578677	1084	147	132	140	207	199	3285	186921	2207	587	1364	105	112	506	2888	18
SW00052	198	15323	79	27	1118242	4	2	7	2	1	1	1	47	34	1316	300	8	3	103	820	35	375	19	19	771	48	941040	290	44	23	23	46	46	758	34570	587	209	307	14	30	121	6446	2
SW00053	382	56592	175	68	3012765	28	42	11	23	2	0	5	181	173	557	1525	40	29	145	2058	123	662	34	119	1592	80	2082937	1217	125	47	45	146	182	1757	160573	2447	482	848	71	77	350	5506	14
SW00054	1941	342548	353	430	5815515	118	56	54	25	10	0	4	158	215	2058	2578	111	23	419	5522	271	4836	59	136	5657	265	3255368	2483	672	166	321	425	586	7821	1397515	4066	2434	1134	136	247	818	114343	28
SW00055	1369	134353	254	387	2274903	52	69	26	36	9	6	0	228	280	1196	2279	146	15	295	4339	214	3260	55	121	5407	214	2058458	1160	277	168	259	1011	505	5690	303271	3153	1341	2338	139	114	604	226997	43
