sample_id	Acidimicrobiia	Acidithiobacillia	Acidobacteriia	Actinobacteria	Alphaproteobacteria	Anaerolineae	Aquificae	Archaeoglobi	Ardenticatenia	Bacilli	Bacteroidia	Betaproteobacteria	Blastocatellia	Caldilineae	Calditrichae	Candidatus Brocadiae	Chitinophagia	Chlamydiia	Chlorobia	Chloroflexia	Chrysiogenetes	Chthonomonadetes	Clostridia	Coprothermobacteria	Coriobacteriia	Cytophagia	Deferribacteres	Dehalococcoidia	Deinococci	Deltaproteobacteria	Dictyoglomia	Elusimicrobia	Endomicrobia	Epsilonproteobacteria	Erysipelotrichia	Fibrobacteria	Fimbriimonadia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Gemmatimonadetes	Gloeobacteria	Halobacteria	Hydrogenophilalia	Ignavibacteria	Kiritimatiellae	Ktedonobacteria	Lentisphaeria	Limnochordia	Methanobacteria	Methanococci	Methanomicrobia	Methanopyri	Methylacidiphilae	Mollicutes	Negativicutes	Nitriliruptoria	Nitrososphaeria	Nitrospira	Oligoflexia	Opitutae	Phycisphaerae	Planctomycetia	Rubrobacteria	Saprospiria	Spartobacteria	Sphingobacteriia	Spirochaetia	Synergistia	Tepidiformia	Thermococci	Thermodesulfobacteria	Thermoleophilia	Thermomicrobia	Thermoplasmata	Thermoprotei	Thermotogae	Tissierellia	Unclassified Acidobacteria Phylum	Unclassified Actinobacteria Phylum	Unclassified Armatimonadetes Phylum	Unclassified Bacteroidetes Phylum	Unclassified Balneolaeota Phylum	Unclassified Candidatus Bipolaricaulota Phylum	Unclassified Candidatus Cloacimonetes Phylum	Unclassified Candidatus Gracilibacteria Phylum	Unclassified Candidatus Korarchaeota Phylum	Unclassified Candidatus Micrarchaeota Phylum	Unclassified Candidatus Saccharibacteria Phylum	Unclassified Chloroflexi Phylum	Unclassified Cyanobacteria Phylum	Unclassified Elusimicrobia Phylum	Unclassified Euryarchaeota Phylum	Unclassified Firmicutes Phylum	Unclassified Kiritimatiellaeota Phylum	Unclassified Planctomycetes Phylum	Unclassified Proteobacteria Phylum	Unclassified Tenericutes Phylum	Unclassified Thaumarchaeota Phylum	Unclassified Verrucomicrobia Phylum	Unclassified candidate division Zixibacteria Phylum	Verrucomicrobiae	Vicinamibacteria	Zetaproteobacteria
FT00249	1	0	1	326	183	0	27	0	0	4114	32351	653	0	0	0	0	12	2	649	0	1	0	10008	0	79	122	3	0	3	84	1	0	0	34	141	0	1	81	4	2807	0	2	5	0	0	0	1	6	0	31	0	3	3	1	11	769	1	5	0	1	5	1	3	1	1	0	27	18	5	4	1	0	2	0	1	59	3	6	0	3	0	97	0	0	0	0	0	0	0	0	56	0	0	125	0	10	38	0	0	2	0	1710	0	0
FT00250	1	0	1	566	182	0	13	1	1	9262	23926	482	0	0	1	0	24	1	472	0	1	0	6866	0	79	58	2	2	6	76	2	0	1	30	71	0	0	108	42	9573	0	0	2	0	3	1	1	5	0	55	2	8	2	0	13	996	0	5	0	0	2	1	7	6	3	0	29	18	3	3	4	0	0	1	13	63	1	5	0	2	0	149	0	0	0	0	0	0	0	0	32	0	0	106	0	18	84	1	2	0	1	3103	0	0
FT00251	1	4	4	579	315	3	20	1	0	9473	149000	647	2	1	0	0	41	1	714	0	0	0	22115	0	142	70	2	2	11	467	1	0	1	51	304	1	0	162	12	17319	3	1	9	0	2	4	1	3	0	74	2	6	2	1	17	1057	1	6	0	1	7	4	20	3	0	0	62	38	6	0	7	1	0	1	4	57	8	24	0	7	1	340	0	0	0	0	0	0	1	0	68	0	0	347	3	21	110	0	0	1	3	3187	0	1
FT00252	0	1	2	273	178	2	22	0	1	2707	19603	503	0	4	0	1	26	2	736	0	0	0	5181	1	210	86	0	2	7	108	0	0	0	161	114	1	0	87	34	9902	0	0	7	0	0	0	0	1	1	149	0	2	0	0	7	194	1	8	1	1	5	1	1	2	2	0	40	11	33	0	5	0	2	1	4	97	3	10	0	2	1	120	0	0	2	0	0	0	1	0	49	0	0	103	0	15	52	1	0	1	0	3253	0	0
FT00253	0	0	6	508	313	4	23	0	0	2780	72716	497	0	2	1	0	42	2	770	2	1	0	20719	1	195	100	1	5	10	618	1	0	0	73	265	0	0	176	23	3847	0	1	16	2	1	1	1	2	0	96	1	7	7	0	11	1794	0	4	2	3	3	0	11	3	2	0	37	38	8	1	2	0	0	0	6	74	5	20	0	9	1	308	0	0	0	0	0	0	0	0	68	0	0	285	1	20	82	0	1	5	1	3444	2	3
FT00254	0	2	4	1551	324	1	47	0	0	6469	46307	1431	0	3	1	0	22	0	1341	0	1	0	10360	0	151	99	1	1	17	80	0	0	3	66	193	1	1	163	22	9452	0	1	15	0	1	0	4	1	0	7	5	11	7	1	28	948	1	17	1	4	6	3	9	4	1	0	40	33	17	0	3	0	0	0	1	124	4	39	0	2	0	168	0	0	1	0	0	0	2	0	127	0	0	184	0	26	123	1	0	2	0	1537	0	0
FT00255	2	0	3	353	201	2	23	1	0	2612	55132	443	0	2	0	0	28	0	706	0	0	0	17308	0	230	76	2	0	6	93	0	0	0	49	188	0	1	110	16	4810	1	3	3	2	0	0	0	3	3	24	2	5	4	0	14	434	1	2	1	4	1	4	10	3	1	0	48	18	3	0	2	1	0	0	1	69	4	18	1	4	0	205	1	0	1	0	0	0	0	0	48	0	1	269	0	10	72	1	1	1	2	5983	0	0
FT00257	0	0	1	611	204	5	7	0	2	2477	38477	485	0	3	0	0	22	1	394	1	0	0	12681	0	224	47	1	2	8	107	0	0	0	62	253	2	0	96	61	2774	1	1	9	0	0	0	0	1	1	59	1	7	5	1	9	1120	0	3	1	2	1	1	5	1	1	0	20	20	3	0	0	2	0	1	8	37	2	35	0	5	2	186	1	0	1	0	0	0	0	0	40	0	0	180	1	20	62	0	0	1	0	11989	1	0
FT00258	2	3	7	678	255	3	19	1	0	3622	44065	615	0	2	0	0	47	1	720	1	2	0	12470	0	193	103	3	3	19	322	1	0	0	54	182	3	2	159	21	10066	2	2	12	5	1	0	1	57	0	35	5	13	5	0	12	726	0	8	3	4	1	0	12	5	3	0	44	33	1	0	6	1	0	2	0	72	2	64	0	5	1	260	0	0	0	0	0	0	2	0	46	0	0	240	0	25	87	1	0	0	1	6725	0	0
FT00259	0	0	1	249	148	4	19	0	0	6234	29589	425	0	0	0	0	15	1	382	1	0	0	8683	0	107	53	3	3	6	51	3	0	0	32	83	0	1	90	11	7641	0	0	10	0	0	2	0	7	0	40	0	3	2	0	8	791	1	1	1	3	3	1	8	2	1	0	32	18	0	2	2	0	0	0	2	51	2	3	0	2	1	177	2	1	0	0	0	0	0	0	35	0	0	129	0	11	51	0	0	2	0	355	0	0
FT00260	1	3	14	999	544	7	19	0	0	3346	82562	790	0	4	1	1	61	3	875	4	1	4	39644	1	559	107	14	14	23	198	2	2	0	88	370	2	1	238	32	3697	4	0	19	1	2	0	1	8	0	30	12	19	5	2	42	1359	8	11	7	8	12	16	21	10	6	0	77	66	9	2	9	5	1	0	6	70	13	31	0	14	1	498	0	0	0	0	0	0	5	0	64	1	0	676	3	50	129	3	1	4	1	1143	3	1
FT00261	5	8	23	2417	1551	15	43	2	5	6174	137463	1450	2	8	1	0	109	11	1378	7	5	2	57709	0	3560	217	7	22	114	503	3	0	1	175	1009	3	0	339	42	17561	9	3	54	0	6	4	2	1260	8	159	9	36	12	1	55	1969	8	10	9	2	29	18	70	38	7	0	108	94	182	1	17	8	2	5	493	114	17	72	2	49	6	688	1	0	2	0	0	0	2	0	170	0	3	1435	2	81	377	7	2	9	3	14450	3	1
FT00262	0	1	6	1536	1418	1	19	0	3	3818	30611	578	0	3	0	0	35	2	785	3	0	0	8861	0	106	99	3	2	54	67	0	0	0	38	98	0	0	119	4	3364	0	1	13	0	2	0	1	17	1	51	0	7	5	1	6	1532	3	3	0	1	4	2	16	6	2	0	40	20	8	2	6	0	1	0	5	90	1	10	0	7	1	218	0	1	1	0	0	0	1	0	56	0	0	173	1	23	98	0	0	0	2	7592	1	0
FT00263	1	1	0	344	144	2	13	0	1	2297	24492	367	0	0	0	0	29	1	557	0	1	0	10434	1	107	71	0	1	6	60	0	0	0	32	112	0	1	92	8	6029	1	0	3	1	0	0	0	3	0	5	0	3	0	0	7	857	0	4	0	3	2	0	6	1	4	0	36	12	4	0	3	0	0	0	2	62	3	7	0	0	0	123	0	0	0	0	0	0	0	0	48	0	1	151	0	15	36	0	0	0	1	2842	0	1
FT00264	0	0	5	868	172	0	17	0	2	2842	31901	453	0	1	0	0	29	1	753	0	0	3	9999	1	186	65	2	1	8	62	2	1	0	31	116	0	0	115	3	4142	0	1	5	0	2	0	1	2	0	31	0	4	1	1	12	319	1	7	0	1	6	0	6	2	2	0	36	17	6	0	4	0	0	0	1	55	2	10	0	2	0	245	0	0	0	0	0	0	2	0	37	0	0	158	0	12	73	0	1	0	0	311	1	1
FT00265	0	1	1	474	174	1	39	0	0	3458	21442	548	1	2	0	0	22	0	1180	2	1	0	6622	0	97	83	1	0	13	160	0	0	0	32	80	0	0	110	10	4092	1	0	3	0	0	0	0	3	1	192	0	3	1	0	10	331	3	5	0	1	5	0	8	1	1	0	23	16	3	0	3	2	0	1	1	71	1	8	0	3	0	151	0	0	0	0	0	0	2	0	44	0	0	127	0	7	41	0	2	2	1	593	1	1
FT00266	1	0	5	1322	221	2	46	0	0	3771	28530	650	0	2	0	0	49	2	1573	3	0	1	7247	0	82	125	4	0	8	125	0	0	0	40	95	1	0	165	16	5203	1	1	13	0	1	0	0	11	0	18	1	4	4	0	13	993	1	4	1	3	2	2	5	2	2	0	49	26	8	0	3	3	0	1	2	118	5	22	0	6	1	155	0	0	0	0	0	0	0	0	53	0	0	114	0	11	79	2	0	1	2	481	0	0
FT00267	0	0	1	275	179	2	17	0	1	2527	26065	477	1	1	0	0	22	1	751	0	0	0	8310	0	103	79	1	0	7	78	3	0	0	36	93	0	0	118	9	2572	0	0	2	0	1	2	0	2	0	30	0	2	5	2	5	577	1	7	1	0	1	3	7	1	2	0	34	13	7	0	4	0	1	0	1	68	2	8	0	3	0	100	1	0	0	0	0	0	2	0	39	0	0	158	0	17	40	0	1	0	1	1654	0	1
FT00268	0	0	1	289	178	0	15	1	0	3342	20423	550	1	0	0	0	41	1	979	0	0	0	5826	0	235	105	1	2	5	79	0	0	0	33	113	0	1	111	17	2649	1	0	9	1	3	0	0	1	0	17	0	8	5	2	11	533	1	5	0	0	2	1	3	1	2	0	29	20	7	0	5	0	0	1	0	67	3	16	0	2	0	98	1	0	0	0	0	0	2	0	50	0	0	129	0	10	41	0	0	0	1	988	0	0
FT00270	2	3	0	297	157	1	10	1	0	2765	23982	489	0	1	0	0	24	1	465	2	0	0	8525	0	179	81	1	1	6	60	2	1	0	61	72	1	1	89	8	2002	1	0	2	1	2	0	0	0	0	8	2	6	2	0	5	713	0	4	1	1	5	4	8	2	3	0	20	13	3	0	0	0	0	0	0	42	2	11	0	4	0	160	0	0	0	0	0	0	1	0	29	0	0	130	0	6	44	0	0	1	0	1432	0	2
FT00271	6	5	25	1321	858	8	32	0	2	3713	68893	1005	1	5	5	0	63	2	1082	7	4	0	32044	0	250	188	8	13	41	519	1	0	1	105	287	4	1	247	18	2930	2	5	41	2	3	0	1	530	10	59	4	19	6	0	27	594	9	12	4	7	7	11	42	16	10	0	75	56	16	2	12	3	0	1	11	86	12	24	1	23	1	518	1	1	0	0	0	0	0	0	131	0	1	546	1	51	225	0	1	3	2	734	4	3
FT00272	1	0	0	210	128	1	15	0	0	2373	21896	355	0	0	0	0	26	1	427	0	0	0	5600	0	80	58	0	1	9	34	1	0	0	65	106	0	1	83	11	4476	1	1	5	0	0	0	0	0	0	4	1	2	1	0	2	491	1	3	2	2	2	1	6	0	1	0	27	11	0	0	3	3	0	0	3	39	2	13	0	1	0	99	0	0	0	0	0	0	0	0	36	0	0	103	1	6	35	0	0	1	0	1313	0	0
FT00273	0	1	1	401	137	0	15	0	0	3305	28070	431	0	2	1	0	31	3	691	0	0	0	5071	0	78	72	0	1	4	25	0	0	0	36	76	0	0	103	6	2008	1	0	11	0	1	1	0	0	0	14	0	6	7	0	10	877	0	2	2	3	4	0	7	0	3	0	12	11	13	1	0	0	0	0	1	66	2	22	0	0	0	98	0	0	0	0	0	0	0	0	51	0	0	62	1	12	32	0	2	0	0	573	0	0
FT00274	1	1	6	364	214	2	20	0	2	2891	54635	611	0	1	0	0	22	1	612	2	0	0	9178	0	307	109	2	3	14	70	1	0	0	48	170	1	0	138	20	3053	1	1	10	0	3	0	1	1	0	43	1	6	3	2	15	1112	2	4	0	5	4	2	8	5	2	0	45	14	4	0	4	1	0	1	1	72	5	13	0	5	1	192	0	0	0	0	0	0	0	0	55	0	0	169	2	12	72	1	0	0	0	8182	1	0
FT00275	0	1	3	788	338	3	48	1	1	3826	31697	794	0	1	0	0	46	2	1284	2	1	0	11079	0	339	91	3	2	19	196	1	0	0	83	161	1	1	133	29	16692	4	0	18	1	1	0	0	4	0	54	0	5	6	1	14	422	2	2	3	4	6	0	11	2	4	0	45	26	41	0	5	0	3	0	3	101	5	24	0	6	1	190	1	0	1	0	0	0	0	0	59	0	1	209	2	29	85	1	0	3	2	4788	1	0
FT00276	4	5	41	1908	1388	16	23	6	7	5257	532285	1698	1	1	1	5	257	11	536	11	9	0	84430	5	391	536	21	17	61	2119	2	0	2	245	760	4	3	970	56	16509	4	11	59	0	9	2	2	10	6	72	12	37	3	0	64	6084	4	7	16	23	34	5	68	19	12	0	357	131	25	2	16	15	0	0	9	83	32	59	1	29	3	2779	3	1	1	0	0	0	20	0	233	0	0	1454	1	101	445	4	2	5	5	5051	2	3
FT00277	5	0	0	510	162	0	11	0	1	2358	24128	394	0	2	0	0	24	2	338	0	0	0	6726	0	104	47	0	1	9	82	0	0	0	30	124	0	2	99	8	6453	2	1	12	0	1	0	0	0	0	14	0	2	2	0	6	846	2	6	1	2	3	0	5	1	2	0	33	20	2	0	2	2	0	0	0	38	0	24	1	4	0	102	0	0	0	0	0	0	0	0	34	0	1	109	0	24	44	0	0	0	1	4223	1	0
FT00278	2	2	1	628	244	4	14	0	0	3066	39042	481	1	3	1	0	38	2	646	2	0	0	13933	0	232	106	3	1	5	217	2	0	0	68	252	3	0	142	29	14787	1	0	8	0	2	1	1	50	1	183	0	2	4	0	15	559	1	7	3	0	1	1	14	3	6	0	46	23	5	0	3	1	0	1	4	72	5	18	0	9	0	211	1	0	0	0	0	0	0	0	36	0	0	266	0	10	148	0	1	0	0	1566	0	1
FT00279	2	2	6	1624	645	4	25	1	1	4587	104878	786	1	3	1	0	43	2	750	6	1	1	58245	1	418	212	6	16	33	301	1	0	2	155	696	5	0	309	75	25678	7	4	28	2	0	1	2	85	3	207	4	17	1	1	52	2220	5	3	7	8	10	8	26	12	1	0	89	62	33	0	10	1	2	2	8	63	10	74	0	21	3	673	1	0	0	0	0	0	4	0	122	2	0	1103	2	37	248	2	0	4	3	6433	3	0
FT00280	1	1	1	250	164	1	7	0	0	1827	45157	309	0	1	0	0	23	2	257	0	0	0	10167	0	86	43	1	1	9	199	0	0	0	50	92	1	0	113	14	2590	2	0	8	0	0	1	0	1	0	546	0	3	2	0	5	1021	0	3	1	0	1	0	5	0	0	0	24	9	3	0	4	0	1	1	1	30	0	8	0	5	0	349	1	0	0	0	0	0	0	0	22	0	1	168	0	15	57	0	1	0	0	596	0	1
FT00281	3	1	7	623	301	2	43	1	0	4016	45640	648	0	3	0	0	37	1	1312	1	0	1	13117	0	184	147	2	4	14	201	2	0	1	41	164	0	1	151	31	3800	2	0	12	1	0	0	1	4	0	136	4	11	8	0	11	1343	0	10	2	3	5	2	8	3	3	0	34	34	8	0	6	0	0	0	8	117	4	19	0	2	2	190	0	0	0	1	0	0	1	0	72	0	0	254	0	25	80	3	0	2	1	6290	0	0
FT00282	0	0	2	339	136	0	18	0	0	2608	21422	390	0	1	0	0	15	2	541	1	0	0	5615	0	106	65	2	0	11	39	0	0	0	31	123	0	0	86	5	6005	1	1	6	0	0	1	0	0	0	18	0	3	2	0	5	854	0	3	0	3	4	1	3	1	1	0	32	9	20	1	3	0	1	0	4	46	0	9	0	1	0	114	0	0	0	0	0	0	0	0	45	0	0	99	0	11	51	1	1	0	1	3344	0	0
FT00283	0	0	3	417	114	0	18	0	0	2308	18077	355	0	0	0	0	23	1	602	2	1	0	3893	0	52	44	0	0	4	24	1	0	0	17	46	0	0	60	6	2721	0	0	4	0	0	0	0	0	0	17	1	2	2	0	5	601	0	1	0	0	0	0	6	2	1	0	22	13	0	0	0	0	2	1	0	37	3	10	0	1	1	71	0	0	0	0	0	0	0	0	25	0	0	77	1	12	24	0	1	1	0	147	0	0
FT00284	0	2	9	711	214	0	28	0	0	3026	45358	555	0	3	0	0	25	2	1129	0	0	0	8675	0	102	49	0	1	10	192	1	0	0	22	181	0	0	112	7	3114	1	1	11	0	0	0	0	2	0	544	3	6	9	0	4	344	0	7	0	0	2	1	5	6	1	0	13	21	7	0	6	1	1	0	2	73	3	15	0	2	0	262	0	0	0	1	0	0	2	0	55	0	0	150	1	9	47	0	0	0	0	286	0	1
FT00288	0	0	3	384	167	1	13	0	0	2810	22178	558	0	0	0	0	41	1	544	0	0	0	7499	0	85	51	0	0	4	65	1	0	0	51	97	0	0	85	8	6047	1	1	6	0	0	0	1	0	0	11	1	6	6	2	15	588	1	9	0	1	1	2	9	1	0	0	37	9	15	0	2	1	0	0	5	88	2	13	0	3	0	120	0	0	0	0	0	0	0	0	32	0	0	109	0	9	54	0	0	1	1	2792	0	0
FT00289	20	15	96	6644	3501	35	48	14	4	7855	489182	2927	3	4	9	5	254	23	1025	30	9	3	210916	3	3311	751	28	46	230	1234	6	4	3	539	2468	17	3	1341	158	10632	42	12	168	4	31	12	5	20	17	33	9	113	12	5	149	6748	15	8	31	26	93	63	149	59	13	1	397	304	139	25	35	15	8	18	43	106	72	164	2	87	10	3336	6	1	0	0	0	0	15	0	439	3	3	5424	11	273	1109	13	8	14	11	1506	21	2
FT00290	0	1	2	464	134	4	24	0	0	3062	17029	412	0	0	0	0	38	0	911	1	0	0	5176	1	66	81	0	1	4	71	1	0	0	27	79	0	1	92	9	1947	0	0	5	0	0	0	0	0	0	24	1	4	1	0	7	459	0	7	0	0	0	1	4	1	2	0	24	13	4	0	2	2	0	2	2	74	3	9	0	2	0	124	0	0	0	0	0	0	0	0	37	0	0	94	0	10	39	0	0	2	1	103	0	0
FT00291	0	1	1	418	220	0	18	2	0	3727	72300	610	0	1	0	0	48	3	683	2	0	0	11041	1	95	119	3	3	11	71	0	1	2	159	124	1	0	185	15	6645	0	0	6	0	0	0	1	0	0	38	2	7	4	1	9	1222	1	3	1	5	3	0	8	2	1	0	49	25	65	0	5	1	0	1	1	91	7	273	0	3	0	209	2	1	0	0	0	0	2	0	56	0	0	177	0	14	94	0	2	2	1	927	0	0
FT00293	0	1	4	229	148	0	22	0	0	2477	21896	399	1	2	0	0	25	0	880	0	0	0	4692	0	66	30	0	3	11	70	0	0	0	41	63	1	0	84	8	3467	0	1	4	0	0	0	0	6	1	29	2	8	1	0	3	459	1	4	1	3	1	1	7	3	0	0	18	15	2	1	1	0	0	1	6	50	1	16	0	2	0	119	0	0	0	0	0	0	0	0	41	0	0	101	1	9	45	0	0	1	1	646	0	0
FT00294	0	1	3	326	183	2	13	0	0	2805	31918	451	0	1	0	0	21	0	637	2	1	0	8885	0	108	39	0	1	7	85	1	1	1	29	189	0	1	69	25	5364	1	1	4	0	0	0	0	5	1	36	0	3	2	0	7	621	0	3	1	1	5	0	6	1	3	0	28	16	5	0	1	0	0	0	1	62	3	24	0	5	1	151	0	0	0	0	0	0	1	0	57	0	0	160	1	9	40	2	0	1	0	582	0	0
FT00295	2	0	1	323	138	0	4	0	0	1925	18106	302	0	1	0	0	19	1	337	1	0	0	4282	0	32	60	1	0	6	314	0	0	1	46	49	0	1	61	4	1824	0	1	9	0	0	0	0	2	0	74	3	1	4	0	8	244	0	3	0	0	2	0	0	2	3	0	14	16	5	1	3	0	0	0	1	46	2	50	0	1	0	102	0	0	0	0	0	0	0	0	26	1	0	80	0	4	28	1	0	1	0	2263	0	0
FT00296	0	3	4	382	199	1	22	0	1	2926	29441	578	0	2	0	0	51	1	1101	2	2	1	9304	0	124	87	2	0	12	40	1	0	0	38	137	0	1	118	13	4632	0	0	10	1	0	1	0	2	0	90	1	1	8	0	9	528	0	4	0	2	5	2	14	2	5	0	49	16	10	0	3	0	0	1	0	72	6	20	0	6	0	173	0	0	0	0	0	0	0	0	62	0	0	164	0	8	69	0	0	1	2	1764	0	2
FT00297	0	0	1	508	156	2	21	0	0	2181	19434	396	0	0	0	0	30	1	845	0	0	0	4691	0	40	96	1	1	13	90	1	1	0	30	69	1	0	90	8	5453	0	0	6	0	0	1	1	0	0	75	0	4	5	0	8	847	2	3	3	2	4	1	4	6	4	0	21	13	10	0	2	0	0	0	0	58	2	9	0	2	0	98	2	0	0	0	0	0	0	0	36	0	0	107	0	7	39	0	0	0	0	1762	1	0
FT00298	0	0	12	566	297	3	18	0	1	3440	44175	599	1	2	0	0	33	0	749	1	1	1	11658	0	195	66	1	3	17	142	4	0	0	55	153	1	0	112	23	3652	2	0	14	2	0	0	0	0	1	61	1	6	5	0	8	449	1	6	1	1	6	1	10	1	2	0	32	27	8	1	2	0	1	0	2	104	4	23	0	3	0	199	2	0	0	0	0	0	2	0	50	0	0	186	1	25	74	0	2	1	1	1660	0	1
FT00299	0	0	0	419	174	3	25	0	1	3032	29243	479	0	0	1	0	36	4	1139	2	0	0	7880	0	81	40	0	2	5	45	1	0	0	69	115	0	1	93	24	4161	0	2	10	0	0	0	0	1	0	5	1	7	3	1	13	737	1	3	2	1	3	2	8	0	1	0	30	16	5	0	5	0	0	0	1	75	3	27	0	8	0	92	0	0	0	0	0	0	1	0	33	0	1	181	0	9	60	0	0	2	0	462	0	0
FT00300	4	0	3	657	320	2	16	0	2	2285	16158	551	0	0	0	0	9	1	513	0	0	0	6100	0	97	54	3	0	13	215	0	0	0	31	77	1	0	82	5	6401	1	1	12	0	1	0	0	7	0	292	0	4	3	0	7	593	1	4	0	0	5	1	8	1	1	0	19	11	1	0	1	0	2	0	1	19	3	1	0	7	0	84	4	0	0	0	0	0	1	0	53	0	0	121	1	20	89	0	0	2	0	473	0	0
FT00301	3	5	21	1871	1481	7	25	0	4	3382	53504	1288	2	1	1	0	57	4	624	5	1	2	21726	0	1130	127	5	6	82	305	1	0	1	159	518	1	1	214	19	7219	1	0	31	1	6	0	0	6	3	288	1	27	2	0	24	1122	6	1	3	5	17	6	26	12	2	0	67	62	45	3	6	5	4	4	2	51	2	34	0	22	1	257	2	0	0	0	0	0	3	0	111	1	0	753	1	51	285	4	0	3	1	10758	0	0
FT00302	0	1	1	310	114	0	21	0	0	2735	20345	383	0	0	0	0	27	2	715	1	1	0	4331	0	41	69	2	1	4	34	0	0	0	20	63	1	0	78	9	2437	1	0	8	0	0	0	0	0	0	18	0	5	3	0	7	704	1	3	0	1	3	1	1	3	1	0	29	12	1	0	4	2	0	0	1	56	1	11	0	1	0	99	0	0	1	0	0	0	0	0	48	0	0	74	0	14	23	0	0	2	0	464	0	0
FT00303	3	1	11	486	398	2	27	1	0	3476	86558	654	0	0	0	0	41	1	854	0	1	0	26585	0	234	96	3	0	13	101	0	0	1	135	345	0	0	172	17	7051	1	1	11	1	0	0	0	0	2	5	0	11	8	0	20	1876	1	5	6	4	6	3	9	0	4	0	35	38	18	0	3	2	0	1	2	58	7	45	0	4	0	158	1	0	1	0	0	0	2	0	69	0	0	445	0	15	113	0	0	3	1	1650	2	2
FT00304	2	2	7	991	359	5	9	0	1	3382	84015	613	0	0	4	1	41	2	546	4	0	0	26195	1	509	221	4	2	21	269	1	2	2	129	295	5	2	218	26	10514	2	0	15	0	0	2	1	3	0	23	2	15	2	0	18	863	0	3	1	3	4	8	20	1	6	0	70	36	14	1	4	2	0	0	5	63	10	68	0	10	1	438	0	0	0	0	0	0	2	0	59	0	1	440	3	27	141	1	1	2	1	2457	1	2
FT00305	0	1	0	603	219	3	18	1	0	2464	39294	487	0	0	0	0	14	3	490	0	2	0	11210	0	104	55	0	6	14	97	0	0	0	45	140	0	2	85	28	3596	0	0	12	0	1	1	0	23	0	79	2	10	5	0	10	613	1	5	3	2	3	1	9	0	4	0	27	13	13	0	2	1	0	2	6	26	3	17	1	6	0	205	0	0	0	0	0	0	2	0	55	0	0	231	0	18	56	0	0	0	0	625	1	0
FT00306	0	1	2	326	157	2	14	0	0	2514	29605	499	0	1	0	0	34	0	970	1	2	0	5727	0	55	46	1	2	6	73	0	0	1	44	58	0	0	77	28	5119	1	2	7	1	0	0	1	20	0	35	2	4	6	0	9	528	2	2	0	0	3	1	7	2	1	0	26	14	4	0	4	0	1	0	6	41	2	7	0	6	0	113	0	0	0	0	0	0	0	0	54	0	0	111	0	7	56	0	0	0	2	761	1	1
FT00307	1	1	2	263	157	1	6	0	1	2270	34813	401	0	0	0	0	34	1	358	0	1	0	5447	0	67	89	0	1	9	296	1	0	0	43	100	1	0	138	7	2997	3	1	7	0	0	0	0	2	0	605	4	10	3	0	7	712	0	3	2	4	1	2	7	5	1	0	42	20	4	0	2	0	0	0	2	49	7	12	0	5	1	318	2	0	0	0	0	0	0	0	39	0	0	137	0	15	47	0	0	0	0	1451	1	2
FT00308	0	0	5	784	240	1	21	0	1	2958	48526	463	1	1	2	0	37	1	1010	0	0	0	15589	0	291	72	0	3	9	86	0	0	0	64	341	1	2	133	11	2467	2	0	14	0	0	2	0	1	4	48	2	5	0	5	10	897	0	3	3	3	5	2	9	4	3	0	33	21	7	0	6	0	0	2	1	81	6	27	0	7	0	149	0	0	0	0	0	0	1	0	46	0	0	262	1	12	61	0	2	0	0	4663	0	0
FT00309	2	0	6	590	209	1	19	0	1	3257	55434	537	0	2	0	0	22	3	541	0	0	0	14076	0	177	103	0	4	9	152	0	0	1	41	193	2	0	121	20	10862	0	0	7	0	1	1	0	3	0	27	2	4	3	0	11	541	0	6	0	1	2	3	6	2	4	0	48	29	5	0	5	1	0	0	4	74	7	31	0	2	0	243	0	0	0	0	0	0	0	0	49	0	0	223	0	20	77	1	0	0	0	3938	0	0
FT00310	1	0	2	336	183	0	13	0	1	2025	34463	364	1	1	0	0	27	0	501	2	0	0	8732	0	248	95	1	1	6	66	0	0	0	39	134	0	0	116	11	3971	1	0	12	0	2	0	2	2	0	138	3	5	2	2	15	679	0	2	1	3	5	1	2	1	0	0	38	9	8	0	0	1	0	0	1	51	4	14	0	6	0	174	1	0	1	0	0	0	3	0	30	0	0	190	0	13	56	0	1	2	1	6499	1	1
FT00311	0	0	3	429	191	1	16	2	2	2911	33589	492	0	0	0	0	39	2	913	4	0	0	9009	0	133	53	0	2	9	41	0	0	0	72	156	0	0	110	18	8299	1	1	9	0	0	0	0	0	1	6	1	7	5	0	4	1110	0	3	1	3	1	1	9	0	4	0	26	19	3	0	5	5	0	0	0	74	2	41	0	2	0	104	1	0	0	0	0	0	3	0	43	0	0	122	1	11	42	1	1	3	2	2125	1	0
FT00312	1	3	8	990	417	7	11	0	0	4009	109760	639	0	0	1	2	41	3	598	1	1	2	32649	0	433	209	4	8	22	196	2	0	1	115	374	3	2	202	26	13786	2	2	15	7	0	1	0	9	0	170	0	12	4	0	29	857	4	3	2	6	4	1	15	5	1	0	78	43	16	2	9	2	2	1	8	65	10	34	0	5	0	486	0	0	0	0	0	0	0	0	69	0	0	561	3	24	202	0	0	2	1	1423	3	1
