Sample_ID,ruralurban,Puniceicoccaceae,Micrococcaceae,Moraxellaceae,Paenibacillaceae_1,Actinomycetaceae,Methylocystaceae,Acidaminococcaceae,Cytophagaceae,Sphingomonadaceae,Dermabacteraceae,Methanobacteriaceae,Enterobacteriaceae,Campylobacteraceae,Aeromonadaceae,Ruminococcaceae,Bacillaceae_1,Vibrionaceae,Rhodospirillaceae,Pasteurellaceae,Rubritaleaceae,Bacteroidales_incertae_sedis,Porphyromonadaceae,Rhizobiaceae,Coxiellaceae,Corynebacteriaceae,Coriobacteriaceae,Francisellaceae,Verrucomicrobiaceae,Flavobacteriaceae,Bifidobacteriaceae,Victivallaceae,Rikenellaceae,Methylobacteriaceae,Burkholderiales_incertae_sedis,Streptococcaceae,Leptotrichiaceae,Oxalobacteraceae,Comamonadaceae,Fusobacteriaceae,Shewanellaceae,Desulfovibrionaceae,Neisseriaceae,Erythrobacteraceae,Peptococcaceae_1,Aerococcaceae,Thiotrichales_incertae_sedis,Leuconostocaceae,Clostridiaceae_1,Promicromonosporaceae,Prevotellaceae,Bacteroidaceae,Erysipelotrichaceae,Helicobacteraceae,Microbacteriaceae,Brevibacteriaceae,Pseudomonadaceae,Cardiobacteriaceae,Bdellovibrionaceae,Mycoplasmataceae,Carnobacteriaceae,Halomonadaceae,Clostridiales_Incertae_Sedis_XIII,Rhodobacteraceae,Enterococcaceae,Staphylococcaceae,Veillonellaceae,Chloroplast,Phycisphaeraceae,Aurantimonadaceae,Succinivibrionaceae,Lactobacillaceae,Lachnospiraceae,Clostridiales_Incertae_Sedis_XI,Alcaligenaceae,Thermaceae,Alcanivoracaceae,Synergistaceae,Caulobacteraceae,Pseudoalteromonadaceae,Brucellaceae,Sutterellaceae,Eubacteriaceae,Peptostreptococcaceae,Xanthomonadaceae,Bacillales_Incertae_Sedis_XI
24A,rural,0,1.6718202484813,0,0,1.21280855032693,0,2.75431998144242,0,0,0,0,3.42104612560974,1.21280855032693,0,5.54000035313627,1.21280855032693,0,0,2.18817792836267,0,0,4.78261637773621,0,0,1.21280855032693,2.30147098720175,0,4.90286243687246,0,3.25005517915827,0,4.74430920143026,0,0,3.25747505839222,0,3.1633747708643,0,2.18817792836267,1.21280855032693,3.38418936058059,0,0,0,0,0,1.79444125734277,2.39124068910991,0,4.93238118264477,5.13391578324067,3.25747505839222,0,0,0,0,0,1.21280855032693,0,0,1.6718202484813,1.50032766424388,0,1.21280855032693,0,4.98614320464613,1.9682023530871,0,0,0,1.50032766424388,5.08969325533728,1.21280855032693,0,0,0,1.6718202484813,0,0,0,3.21903903324214,0,2.52906197975261,0,0
39A,rural,0,0,0,0,2.28896760041474,0,4.46461344701645,0,0,0,0,3.49098943255453,0,0,4.8076727632079,0,0,0,1.20102190954241,0,0,4.19975490624479,0,0,0,3.06525432931374,0,2.35081772112528,0,2.53578028907728,0,3.08695534906712,0,0,2.57189127009882,0,0,1.78207882597528,2.25439150679495,0,2.81690107990524,0,0,0,0,0,1.20102190954241,3.82412898984505,0,4.30889328282756,5.5914362229664,4.06658487975338,0,0,0,0,0,0,0,1.20102190954241,1.65952455710754,1.95577245320375,0,0,0,2.89761183683829,0,0,0,2.45307223517365,0,5.64138523206246,2.13025790558271,0,0,0,2.02203176688296,0,0,0,3.92411668797018,1.87755184887733,3.80531115173237,0,1.20102190954241
118A,urban,0,0,0,0,1.1585242615993,0,4.60987707114509,0,0,0,0,3.7526678522785,0,0,4.86296331791753,0,1.1585242615993,0,0,0,0,4.29491333381102,0,0,0,1.97698034339105,0,0,0,1.73736329889694,0,3.99947839436928,0,0,1.97698034339105,0,0,0,1.1585242615993,1.44421238334644,1.73736329889694,0,0,1.1585242615993,0,0,1.44421238334644,3.16896574191975,0,3.80586492991016,5.61871141838387,3.76783420360892,0,0,0,0,0,0,0,0,1.91079610913092,0,0,0,0,2.27571460628788,0,0,0,0,1.1585242615993,5.62384956262483,1.44421238334644,0,0,0,0,0,0,0,1.44421238334644,0,2.47117142152484,0,0
109A,urban,0,1.21485053624091,0,0,2.26905279381168,0,4.33584198328021,0,0,0,0,4.61453735207543,1.97035392246072,0,4.81397753380846,0,0,0,3.81496020538576,0,0,3.85128993680944,0,1.21485053624091,1.21485053624091,2.23147667112029,0,2.26905279381168,0,3.55871569105355,0,3.81802175660204,0,0,4.04969795783012,0,1.21485053624091,0,4.24673706800546,1.21485053624091,3.22121263588212,0,0,0,0,0,2.4443642225421,3.05714048349254,0,2.69355819366011,5.68670701211061,3.26694402979504,0,0,0,0,0,0,0,0,1.97035392246072,1.89210163386518,0,0,0,4.71837592833506,1.21485053624091,0,0,1.21485053624091,3.48869881849312,5.42862747139521,0,0,0,0,0,0,0,0,3.3115914662165,1.21485053624091,3.05123683965115,1.50243401849651,1.50243401849651
108A,urban,0,0,0,0,0,0,2.38702839582069,0,0,0,0,5.46656813805549,0,0,5.04192034433067,0,0,0,1.81786849285484,0,0,4.1818462610701,0,0,0,2.21182691331464,0,1.23518663661831,0,2.44117643376008,0,2.96549741106191,0,0,2.21182691331464,0,0,0,3.07284234473117,1.23518663661831,3.30973553113195,0,0,0,0,0,0,2.71513972580312,0,4.21134485419749,5.5807013291876,3.6579538884096,0,0,0,0,0,0,0,0,1.69512607788389,2.1663656102951,0,0,0,4.40589787535602,0,0,0,1.52339441853234,2.77807836977658,5.15121284588195,0,0,0,0,2.46591264412083,0,0,0,3.77389126234397,0,2.68716678822993,0,0
34A,rural,0,0,0.840770841596282,0,1.68524717572153,0,3.98639550778496,0,0,0,0,3.50803331133423,1.10928149977405,0,5.68366525407154,0,0,0,3.31984929367369,0,0,2.83818746091146,0,0,0,2.07777476069084,0,0,0,4.83673851190881,0,2.65487471198995,0,0,2.47353077082826,0,0,0,0,1.10928149977405,0,0,0,0,0.840770841596282,0,0,2.57360001049576,0,4.26153211361023,5.38141248910963,3.38393825176188,0,0,0,0,0.840770841596282,0,0,0.840770841596282,1.3930906371341,0,0,0,0.840770841596282,3.44164167481808,1.56328644824703,0,0,0,2.50684638943415,5.22084828503891,1.10928149977405,0,0,0,1.62853401966176,0,0,0,2.69305812156408,0,2.43744550712182,0,1.56328644824703
18A,rural,0,0,1.84314576174583,1.09508816001174,1.37831331206672,0,4.67509685268917,2.2075466316721,1.37831331206672,0,0,3.00363076826784,1.37831331206672,0,5.16654043051357,1.67015945655818,2.66172459480017,0,1.76520916234457,1.09508816001174,0,4.70463905194536,1.09508816001174,0,1.37831331206672,3.05909641158056,1.37831331206672,3.34671444290106,2.23733028404879,2.52242141999984,0,4.62540063055849,1.09508816001174,1.09508816001174,2.7670306131543,0,0,1.09508816001174,3.62466810067393,2.29139202041755,3.94806785476163,0,0,0,0,1.09508816001174,0,2.10354511760163,0,4.80961785636214,5.56083129141641,3.63630935521037,0,0,0,0,0,0,0,1.09508816001174,2.56505110919114,0,1.37831331206672,0,0,3.75776307601058,1.37831331206672,1.37831331206672,1.37831331206672,1.54830363268522,2.7670306131543,5.39107662185966,1.37831331206672,1.09508816001174,1.09508816001174,1.09508816001174,1.37831331206672,1.37831331206672,1.96652365706445,0,3.84125242614065,0,2.7670306131543,0,1.09508816001174
107A,urban,0,0,1.2039714013223,0,1.2039714013223,0,4.23133659718686,0,0,0,0,5.59906500322855,1.2039714013223,0,5.0314559656856,0,0,0,1.2039714013223,0,0,4.12584298008394,0,0,0,2.25752096209203,0,0,0,1.49120831870797,0,3.94903630349345,0,0,1.78517394508681,0,0,0,1.49120831870797,1.2039714013223,3.65024621675913,0,0,0,0,0,1.2039714013223,2.8297884418714,0,4.06694959407824,5.47169919755953,3.95988398454275,0,0,0,0,0,0,0,1.2039714013223,2.02514887214668,1.2039714013223,0,0,0,2.53891806837207,1.2039714013223,0,0,1.2039714013223,0,5.11500585299209,0,0,0,0,0,0,0,0,3.30000212780543,0,2.73303906955127,0,0
31A,rural,0,0,1.24269403553256,0,1.82571537959731,0,3.98801573151786,0,0,0,2.21974541578094,3.45531742113646,0,0,5.23669479331639,0,0,0,2.39496299078199,0,0,3.30723830240038,0,0,0,2.51946422537102,0,1.53112478172823,0,1.24269403553256,0,4.0386723326371,0,0,2.17427876309273,0,1.24269403553256,0,0,1.24269403553256,3.34442041645636,0,0,0,0,0,1.24269403553256,3.25478718264023,0,5.71966991730548,5.00280905626476,3.03706196162898,0,0,0,0,0,0,0,1.24269403553256,0,1.24269403553256,0,0,0,4.61939088821833,0,0,0,0,0,5.10810205598377,0,0,0,0,2.12348951430723,0,0,0,1.70293373507028,1.53112478172823,2.80885861686118,0,0
13A,rural,0,1.20246037010182,0,0,1.95729040819874,1.48964843965728,1.78358843831631,0,0,0,0,3.34183583310421,1.20246037010182,0,5.15113218375744,0,0,0,3.1141740561424,0,0,4.04476386292221,1.20246037010182,0,0,2.29049464354504,0,0,0,3.28175780917466,0,4.18422483025911,0,0,3.32374602256876,0,0,0,4.21257003940979,0,1.20246037010182,1.20246037010182,0,0,0,0,1.20246037010182,3.6643733307571,0,3.50487037885916,5.69031465945256,4.08922796241397,0,0,0,0,0,0,0,0,1.20246037010182,1.20246037010182,0,1.95729040819874,0,4.55254909821287,0,0,0,1.48964843965728,1.48964843965728,5.4118913323048,0,0,0,0,0,0,0,0,2.98095475454331,1.48964843965728,3.38934185537336,0,1.48964843965728
