Sample_Names,Alias,Geography,Euryarchaeota,Actinobacteria,Bacteroidetes,Chlamydiae,Deferribacteres,Deinococcus_Thermus,Fibrobacteres,Firmicutes,Fusobacteria,Proteobacteria,Spirochaetes,Verrucomicrobia,Apicomplexa,Ascomycota,Microsporidia
ERR1135309,PIG_142,Denmark,4.0372129145176,2.7910514777309,5.56824278067502,0,3.17722580058609,0,0,5.76471407178259,0,4.34665604230915,4.11460318214477,0,0,0,0
ERR1135310,PIG_143,Denmark,3.87912922013979,2.77381104227564,5.53785212432318,0,2.306753298577,0,1.72459954694436,5.78233435324684,0,4.5457029912682,3.74991801767242,0,0,0,0
ERR1135311,PIG_144,Denmark,4.01574180949803,2.91687646372512,5.32582248263553,0,3.23847856437692,0,0,5.88097276099019,0,4.15011380535781,2.96526947322964,0,0,0,0
ERR1135312,PIG_145,Denmark,1.83240931623604,2.81995573664794,5.72900792629377,0,3.11784685485684,0,0,5.63250535816674,0,4.38045016563963,3.95901877577412,0,0,0,0
ERR1135313,PIG_146,Denmark,0,2.61215194827058,5.79454177570134,0,3.07926545663528,0,0,5.55665636231403,0,3.99507000151532,3.71085437111912,0,0,0,0
ERR1135314,PIG_147,Denmark,3.04335116506645,1.54446754886185,5.55518499864496,0,0,0,0,5.79279895715169,0,4.23692329490106,3.29095053937392,0,0,0,0
ERR1135315,PIG_148,Denmark,2.85052116219768,2.51579651875627,5.78839468363274,0,2.75804773468856,0,0,5.5541811321826,0,4.07589463323182,4.14295656458319,0,0,0,1.39577346505599
ERR1135316,PIG_149,Denmark,2.91023996082578,3.01323854578592,5.72708231984386,1.8699224281781,3.10797003021467,0,0,5.62901263785872,0,4.31011343690452,4.22824375627802,0,0,0,2.62838801627118
ERR1135317,PIG_150,Denmark,3.21935536932482,2.47153537907023,5.66417177946675,0,3.25494003242668,0,0,5.69165503982157,0,4.41619089049818,4.23129497825921,0,0,0,0
ERR1135318,PIG_151,Denmark,4.60948911902795,3.57430319236563,5.554500336479,0,0,0,0,5.64987085286196,0,5.08169956805772,4.47429861629592,0,0,0,0
ERR1135319,PIG_152,Denmark,4.9644221974356,3.62288478361564,4.75650170184486,0,3.05939396859556,3.11553125508387,2.62320966251767,5.81598818696481,0,5.26489015910614,3.70547172738847,0,0,0,0
ERR1135320,PIG_153,Denmark,3.6955343288013,3.39767581944222,5.76688195250263,0,0,0,0,5.56988650297214,0,4.49885400960362,3.69356684981666,0,0,0,0
ERR1135321,PIG_154,Denmark,3.90485832361404,3.46876558873803,5.6386874283885,1.85865340858858,2.24950144847762,0,0,5.69311046553749,0,4.51035530307314,4.44558914937468,0,0,0,0
ERR1135322,PIG_155,Denmark,4.53254039632395,3.63311425277666,5.2298341716017,3.1296821922453,0,0,0,5.83469057145486,0,4.57447554574261,4.84234002223557,0,0,0,0
ERR1135323,PIG_156,Denmark,2.77828291179467,3.12534173935045,5.7056536183108,1.16902568422463,1.33040771166033,0,0,5.66747674494231,0,4.09219821743766,4.11032662974586,0,0,0,0
ERR1135324,PIG_157,Denmark,3.70184452156064,3.42034674648143,5.52378406834928,2.32813948857751,2.0989645427379,0,0,5.78560779600941,0,4.44799114931524,4.29071838312987,0,0,0,0
ERR1135325,PIG_158,Denmark,3.8939987815652,3.14419695125229,5.67995213426302,0,1.7750657082063,0,0,5.68420392301395,0,4.4198386413038,3.40882209862291,0,0,0,0
ERR1135326,PIG_159,Denmark,2.92401377682688,2.65102072762762,5.79672799890222,0,1.76947128273643,0,0,5.54670627270427,0,3.96283707305304,4.04637484528305,0,0,0,0
ERR1135327,PIG_160,Denmark,4.13692188095877,3.6850726468316,5.5638139843731,0,2.57738999647584,0,0,5.76814427299014,0,4.42062742241915,3.32754833314536,0,0,0,0
ERR1135328,PIG_161,Denmark,3.92098693356727,3.31257982551681,5.2236797365891,0,0,0,0,5.9065018257977,0,3.77978538124867,3.99618360679769,0,0,0,0
ERR1135329,PIG_162,Denmark,3.64097265458499,2.39715214415158,5.72295072137878,0,3.22615810724987,0,0,5.64533084463642,0,4.16436867561806,3.94480001298544,0,0,0,0
ERR1135330,PIG_163,Denmark,3.11045328288986,3.00461114491519,5.74899391224968,0,1.03719322171899,0,0,5.62804342069274,0,3.59661666685006,3.90544657092453,0,0,0,0
ERR1135331,PIG_164,Denmark,3.26605174701038,2.81553886165393,5.79674301779568,0,3.72156760749262,0,0,5.54722927873644,0,3.88437683630441,3.76177891562584,0,0,0,0
